Year,Value,UNIT_MEASURE,SERIES
2010,392891.0,Тоне,EN_REF_WASGENT
2011,381185.0,Тоне,EN_REF_WASGENT
2012,376438.0,Тоне,EN_REF_WASGENT
2013,388767.0,Тоне,EN_REF_WASGENT
2014,,Тоне,EN_REF_WASGENT
2015,403352.0,Тоне,EN_REF_WASGENT
2016,425962.0,Тоне,EN_REF_WASGENT
2017,391186.0,Тоне,EN_REF_WASGENT
2018,395737.0,Тоне,EN_REF_WASGENT
2019,399826.0,Тоне,EN_REF_WASGENT
2020,390426.0,Тоне,EN_REF_WASGENT
2021,397182.0,Тоне,EN_REF_WASGENT
2010,1926.0,Тоне,EN_REF_WASDELT
2011,887.0,Тоне,EN_REF_WASDELT
2012,1635.0,Тоне,EN_REF_WASDELT
2013,3156.0,Тоне,EN_REF_WASDELT
2014,3260.0,Тоне,EN_REF_WASDELT
2015,2864.0,Тоне,EN_REF_WASDELT
2016,2901.0,Тоне,EN_REF_WASDELT
2017,2946.0,Тоне,EN_REF_WASDELT
2018,2767.0,Тоне,EN_REF_WASDELT
2019,2929.0,Тоне,EN_REF_WASDELT
2020,1999.0,Тоне,EN_REF_WASDELT
2021,2189.0,Тоне,EN_REF_WASDELT
2010,0.5,Проценат,EN_REF_WASTSHR
2011,0.2,Проценат,EN_REF_WASTSHR
2012,0.4,Проценат,EN_REF_WASTSHR
2013,0.8,Проценат,EN_REF_WASTSHR
2014,,Проценат,EN_REF_WASTSHR
2015,0.7,Проценат,EN_REF_WASTSHR
2016,0.7,Проценат,EN_REF_WASTSHR
2017,0.8,Проценат,EN_REF_WASTSHR
2018,0.7,Проценат,EN_REF_WASTSHR
2019,0.7,Проценат,EN_REF_WASTSHR
2020,0.5,Проценат,EN_REF_WASTSHR
2021,0.6,Проценат,EN_REF_WASTSHR
